# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug  5 01:27:36 2022
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%FALSE POSITIVE%')
#
# COLUMN kepid:          KepID
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
#
kepid,kepler_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss
12106929,,FALSE POSITIVE,0,1
12107021,,FALSE POSITIVE,0,0
8248939,,FALSE POSITIVE,0,0
1571511,,FALSE POSITIVE,0,1
2438070,,FALSE POSITIVE,0,1
3747262,,FALSE POSITIVE,0,0
3328052,,FALSE POSITIVE,0,0
9119568,,FALSE POSITIVE,0,0
9119568,,FALSE POSITIVE,1,0
6603043,,FALSE POSITIVE,0,1
7109851,,FALSE POSITIVE,0,0
8046689,,FALSE POSITIVE,0,0
7024222,,FALSE POSITIVE,0,0
7024511,,FALSE POSITIVE,0,0
5652983,,FALSE POSITIVE,0,1
7906671,,FALSE POSITIVE,0,0
3348285,,FALSE POSITIVE,0,0
9959589,,FALSE POSITIVE,0,0
9025922,,FALSE POSITIVE,0,1
12643589,,FALSE POSITIVE,0,1
12643589,,FALSE POSITIVE,0,1
7732285,,FALSE POSITIVE,0,0
5124254,,FALSE POSITIVE,0,0
10031500,,FALSE POSITIVE,1,0
2449074,,FALSE POSITIVE,0,1
2446113,,FALSE POSITIVE,0,0
9838804,,FALSE POSITIVE,0,0
5524881,,FALSE POSITIVE,0,0
8700558,,FALSE POSITIVE,1,0
3847708,,FALSE POSITIVE,0,1
3849155,,FALSE POSITIVE,0,1
3858804,,FALSE POSITIVE,0,1
7186665,,FALSE POSITIVE,0,1
6388770,,FALSE POSITIVE,0,1
7837302,,FALSE POSITIVE,0,1
8948424,,FALSE POSITIVE,0,1
9641041,,FALSE POSITIVE,0,1
9724984,,FALSE POSITIVE,0,0
2452450,,FALSE POSITIVE,0,1
3230578,,FALSE POSITIVE,0,1
3231137,,FALSE POSITIVE,0,1
5217891,,FALSE POSITIVE,1,0
8258171,,FALSE POSITIVE,0,1
9880467,,FALSE POSITIVE,0,1
9880467,,FALSE POSITIVE,0,1
9895004,,FALSE POSITIVE,0,0
10620329,,FALSE POSITIVE,1,0
4076976,,FALSE POSITIVE,0,0
7097534,,FALSE POSITIVE,0,1
10031885,,FALSE POSITIVE,0,1
4159347,,FALSE POSITIVE,0,1
4165960,,FALSE POSITIVE,0,0
4376644,,FALSE POSITIVE,0,1
9301506,,FALSE POSITIVE,0,1
6964159,,FALSE POSITIVE,0,0
10383687,,FALSE POSITIVE,0,1
10470206,,FALSE POSITIVE,0,0
10518725,,FALSE POSITIVE,0,1
5091016,,FALSE POSITIVE,0,1
7281454,,FALSE POSITIVE,1,0
8703887,,FALSE POSITIVE,0,1
9899352,,FALSE POSITIVE,0,1
6056992,,FALSE POSITIVE,0,1
6948480,,FALSE POSITIVE,0,1
10686814,,FALSE POSITIVE,0,0
8192911,,FALSE POSITIVE,0,0
10554967,,FALSE POSITIVE,0,0
10616571,,FALSE POSITIVE,0,1
2720514,,FALSE POSITIVE,0,0
9899505,,FALSE POSITIVE,1,0
10611420,,FALSE POSITIVE,0,0
3558981,,FALSE POSITIVE,0,1
8847111,,FALSE POSITIVE,0,0
4568298,,FALSE POSITIVE,0,1
4374339,,FALSE POSITIVE,0,0
4847782,,FALSE POSITIVE,0,1
10350571,,FALSE POSITIVE,1,0
10488450,,FALSE POSITIVE,0,0
8845026,,FALSE POSITIVE,0,1
11189127,,FALSE POSITIVE,0,1
4848424,,FALSE POSITIVE,0,0
6072593,,FALSE POSITIVE,0,0
8197560,,FALSE POSITIVE,0,0
11200415,,FALSE POSITIVE,0,0
2445975,,FALSE POSITIVE,0,1
6531496,,FALSE POSITIVE,0,1
9777256,,FALSE POSITIVE,0,0
7433585,,FALSE POSITIVE,0,1
6665223,,FALSE POSITIVE,1,0
3654719,,FALSE POSITIVE,0,0
10619142,,FALSE POSITIVE,0,0
3742855,,FALSE POSITIVE,0,1
3438975,,FALSE POSITIVE,0,0
12017140,,FALSE POSITIVE,0,1
5702939,,FALSE POSITIVE,0,0
11255231,,FALSE POSITIVE,0,0
3324986,,FALSE POSITIVE,0,0
11912932,,FALSE POSITIVE,0,0
10098844,,FALSE POSITIVE,1,0
9210823,,FALSE POSITIVE,0,0
8474898,,FALSE POSITIVE,0,1
7429287,,FALSE POSITIVE,1,0
9597411,,FALSE POSITIVE,0,1
8609450,,FALSE POSITIVE,1,0
9636569,,FALSE POSITIVE,0,1
9967884,,FALSE POSITIVE,0,1
10748393,,FALSE POSITIVE,1,0
8823868,,FALSE POSITIVE,1,0
11255761,,FALSE POSITIVE,0,1
7021681,,FALSE POSITIVE,1,0
10068030,,FALSE POSITIVE,0,1
12316431,,FALSE POSITIVE,0,1
10212441,,FALSE POSITIVE,1,0
11599038,,FALSE POSITIVE,0,0
11656302,,FALSE POSITIVE,0,1
2576197,,FALSE POSITIVE,0,0
2576197,,FALSE POSITIVE,0,0
10387742,,FALSE POSITIVE,1,0
10467815,,FALSE POSITIVE,1,0
11246364,,FALSE POSITIVE,0,0
11599038,,FALSE POSITIVE,1,0
3541800,,FALSE POSITIVE,0,0
3834360,,FALSE POSITIVE,0,1
11521048,,FALSE POSITIVE,0,1
3340312,,FALSE POSITIVE,0,0
4049108,,FALSE POSITIVE,0,0
11913012,,FALSE POSITIVE,0,1
11972666,,FALSE POSITIVE,0,1
9886221,,FALSE POSITIVE,0,0
4833135,,FALSE POSITIVE,0,0
3437776,,FALSE POSITIVE,0,1
10294465,,FALSE POSITIVE,0,0
4384675,,FALSE POSITIVE,0,0
5021176,,FALSE POSITIVE,0,1
5282051,,FALSE POSITIVE,0,0
3437776,,FALSE POSITIVE,1,0
5122112,,FALSE POSITIVE,0,1
5779852,,FALSE POSITIVE,0,1
6042214,,FALSE POSITIVE,0,0
6200715,,FALSE POSITIVE,0,0
6889235,,FALSE POSITIVE,1,0
6758917,,FALSE POSITIVE,0,1
5303551,,FALSE POSITIVE,0,0
7692093,,FALSE POSITIVE,1,0
7700871,,FALSE POSITIVE,0,0
2716853,,FALSE POSITIVE,1,0
7289157,,FALSE POSITIVE,0,1
2695110,,FALSE POSITIVE,0,1
7101828,,FALSE POSITIVE,0,1
5780715,,FALSE POSITIVE,0,0
5738496,,FALSE POSITIVE,0,1
6422367,,FALSE POSITIVE,0,0
8554498,,FALSE POSITIVE,1,0
3342592,,FALSE POSITIVE,0,1
8219268,,FALSE POSITIVE,1,0
4367854,,FALSE POSITIVE,1,0
9785921,,FALSE POSITIVE,0,1
4247092,,FALSE POSITIVE,0,1
4949751,,FALSE POSITIVE,0,1
5003117,,FALSE POSITIVE,0,1
5035972,,FALSE POSITIVE,0,1
5218441,,FALSE POSITIVE,0,1
8621348,,FALSE POSITIVE,0,1
8773869,,FALSE POSITIVE,0,0
7025846,,FALSE POSITIVE,0,0
8397947,,FALSE POSITIVE,0,0
10187017,,FALSE POSITIVE,0,0
8891318,,FALSE POSITIVE,0,0
8019043,,FALSE POSITIVE,0,1
11775507,,FALSE POSITIVE,1,0
7602070,,FALSE POSITIVE,0,1
7812179,,FALSE POSITIVE,0,1
1868404,,FALSE POSITIVE,1,0
5449777,,FALSE POSITIVE,0,1
5478055,,FALSE POSITIVE,0,0
5653126,,FALSE POSITIVE,0,0
7840044,,FALSE POSITIVE,0,1
1995712,,FALSE POSITIVE,1,0
8106610,,FALSE POSITIVE,0,1
5872150,,FALSE POSITIVE,0,1
5872150,,FALSE POSITIVE,0,0
6436505,,FALSE POSITIVE,1,0
2140389,,FALSE POSITIVE,0,0
7975727,,FALSE POSITIVE,0,1
8219673,,FALSE POSITIVE,0,1
3248033,,FALSE POSITIVE,0,0
6768616,,FALSE POSITIVE,1,0
10068383,,FALSE POSITIVE,0,1
10157573,,FALSE POSITIVE,0,0
10191070,,FALSE POSITIVE,0,0
10225800,,FALSE POSITIVE,0,0
4659405,,FALSE POSITIVE,0,1
7941635,,FALSE POSITIVE,1,0
9024857,,FALSE POSITIVE,1,0
10259031,,FALSE POSITIVE,0,1
4861736,,FALSE POSITIVE,0,1
5090690,,FALSE POSITIVE,0,1
8409588,,FALSE POSITIVE,0,1
2302758,,FALSE POSITIVE,0,1
5098444,,FALSE POSITIVE,0,1
5351250,,FALSE POSITIVE,1,0
5181817,,FALSE POSITIVE,0,0
5309353,,FALSE POSITIVE,0,1
5356593,,FALSE POSITIVE,0,1
8869680,,FALSE POSITIVE,0,0
8891278,,FALSE POSITIVE,0,1
10345478,,FALSE POSITIVE,0,1
5384802,,FALSE POSITIVE,0,1
8908102,,FALSE POSITIVE,0,1
10418797,,FALSE POSITIVE,0,1
5796186,,FALSE POSITIVE,0,1
12306808,,FALSE POSITIVE,0,0
9053112,,FALSE POSITIVE,0,1
9162741,,FALSE POSITIVE,0,0
5893123,,FALSE POSITIVE,0,1
3749508,,FALSE POSITIVE,0,1
9300285,,FALSE POSITIVE,0,0
9426071,,FALSE POSITIVE,0,1
10729472,,FALSE POSITIVE,0,1
5966660,,FALSE POSITIVE,0,0
4752451,,FALSE POSITIVE,0,1
2441151,,FALSE POSITIVE,0,1
3970233,,FALSE POSITIVE,0,1
5014753,,FALSE POSITIVE,0,1
1293046,,FALSE POSITIVE,0,0
9640976,,FALSE POSITIVE,0,1
9640985,,FALSE POSITIVE,0,1
5562784,,FALSE POSITIVE,0,0
5608566,,FALSE POSITIVE,0,1
5903312,,FALSE POSITIVE,0,0
1434395,,FALSE POSITIVE,0,0
9834719,,FALSE POSITIVE,0,1
6960456,,FALSE POSITIVE,0,0
8374580,,FALSE POSITIVE,0,1
6752502,,FALSE POSITIVE,0,0
6805146,,FALSE POSITIVE,0,1
6960445,,FALSE POSITIVE,0,1
9714696,,FALSE POSITIVE,0,0
9846086,,FALSE POSITIVE,0,1
10384962,,FALSE POSITIVE,0,1
2711131,,FALSE POSITIVE,0,0
2308411,,FALSE POSITIVE,0,0
7115785,,FALSE POSITIVE,1,0
2446134,,FALSE POSITIVE,1,0
7385509,,FALSE POSITIVE,0,0
7466863,,FALSE POSITIVE,0,0
10005020,,FALSE POSITIVE,0,0
4449034,,FALSE POSITIVE,0,1
2854839,,FALSE POSITIVE,1,0
11553706,,FALSE POSITIVE,0,1
2449053,,FALSE POSITIVE,0,1
10489525,,FALSE POSITIVE,0,1
7598128,,FALSE POSITIVE,0,1
11858979,,FALSE POSITIVE,0,1
5900390,,FALSE POSITIVE,0,1
5444334,,FALSE POSITIVE,0,0
10139620,,FALSE POSITIVE,1,0
5386264,,FALSE POSITIVE,0,1
3218844,,FALSE POSITIVE,1,0
3542222,,FALSE POSITIVE,0,1
10186945,,FALSE POSITIVE,0,1
4636565,,FALSE POSITIVE,0,0
3241647,,FALSE POSITIVE,0,0
7761585,,FALSE POSITIVE,1,0
3241248,,FALSE POSITIVE,1,0
9716302,,FALSE POSITIVE,0,0
2708286,,FALSE POSITIVE,0,0
10419797,,FALSE POSITIVE,1,0
6515335,,FALSE POSITIVE,1,0
7777471,,FALSE POSITIVE,0,1
10294509,,FALSE POSITIVE,0,0
3003019,,FALSE POSITIVE,0,1
7690855,,FALSE POSITIVE,1,0
5649837,,FALSE POSITIVE,1,0
10141938,,FALSE POSITIVE,1,0
8029197,,FALSE POSITIVE,0,0
12257886,,FALSE POSITIVE,0,1
5036480,,FALSE POSITIVE,0,0
10275077,,FALSE POSITIVE,1,0
6592832,,FALSE POSITIVE,0,1
8524346,,FALSE POSITIVE,0,0
5551228,,FALSE POSITIVE,0,1
5471271,,FALSE POSITIVE,1,0
3248696,,FALSE POSITIVE,1,0
5306383,,FALSE POSITIVE,0,1
5446285,,FALSE POSITIVE,1,0
5041847,,FALSE POSITIVE,1,0
3836558,,FALSE POSITIVE,0,0
4946584,,FALSE POSITIVE,1,0
6463499,,FALSE POSITIVE,0,0
8254882,,FALSE POSITIVE,0,0
6042031,,FALSE POSITIVE,0,1
5475735,,FALSE POSITIVE,0,1
10075409,,FALSE POSITIVE,1,0
7038096,,FALSE POSITIVE,0,1
3345973,,FALSE POSITIVE,0,0
11972872,,FALSE POSITIVE,1,0
9899233,,FALSE POSITIVE,0,0
3102309,,FALSE POSITIVE,1,0
8521059,,FALSE POSITIVE,0,1
5217574,,FALSE POSITIVE,0,0
3230095,,FALSE POSITIVE,0,0
5551228,,FALSE POSITIVE,1,0
6862332,,FALSE POSITIVE,0,0
10992011,,FALSE POSITIVE,0,1
8128247,,FALSE POSITIVE,0,1
6276994,,FALSE POSITIVE,0,0
9674564,,FALSE POSITIVE,0,1
5565707,,FALSE POSITIVE,0,0
1293031,,FALSE POSITIVE,1,0
2859299,,FALSE POSITIVE,1,0
4067110,,FALSE POSITIVE,1,0
8694309,,FALSE POSITIVE,0,0
7818447,,FALSE POSITIVE,1,0
11569475,,FALSE POSITIVE,1,0
5700900,,FALSE POSITIVE,1,0
7026477,,FALSE POSITIVE,1,0
9402583,,FALSE POSITIVE,1,0
8700537,,FALSE POSITIVE,0,1
10858785,,FALSE POSITIVE,0,1
9640907,,FALSE POSITIVE,0,0
7515670,,FALSE POSITIVE,1,1
9551430,,FALSE POSITIVE,1,0
3228986,,FALSE POSITIVE,0,1
4138557,,FALSE POSITIVE,1,0
2708278,,FALSE POSITIVE,0,0
8483366,,FALSE POSITIVE,1,0
3247404,,FALSE POSITIVE,0,0
7773179,,FALSE POSITIVE,0,0
11017094,,FALSE POSITIVE,1,0
5956633,,FALSE POSITIVE,1,0
9899065,,FALSE POSITIVE,0,1
5471792,,FALSE POSITIVE,1,0
11145831,,FALSE POSITIVE,0,0
11444952,,FALSE POSITIVE,0,1
8647295,,FALSE POSITIVE,0,1
3444098,,FALSE POSITIVE,1,0
5112567,,FALSE POSITIVE,0,1
2708343,,FALSE POSITIVE,0,0
3235282,,FALSE POSITIVE,1,0
3348090,,FALSE POSITIVE,0,0
9282762,,FALSE POSITIVE,0,0
3117046,,FALSE POSITIVE,1,0
6311520,,FALSE POSITIVE,0,1
5201115,,FALSE POSITIVE,0,1
2708203,,FALSE POSITIVE,0,0
4150496,,FALSE POSITIVE,0,1
9655005,,FALSE POSITIVE,0,1
3851194,,FALSE POSITIVE,0,0
5092655,,FALSE POSITIVE,1,0
10661778,,FALSE POSITIVE,1,0
5513857,,FALSE POSITIVE,0,0
10272389,,FALSE POSITIVE,0,0
4679687,,FALSE POSITIVE,0,1
7968683,,FALSE POSITIVE,1,0
9091755,,FALSE POSITIVE,1,0
3852476,,FALSE POSITIVE,1,0
9851970,,FALSE POSITIVE,0,1
5726910,,FALSE POSITIVE,0,0
3228825,,FALSE POSITIVE,0,1
9099950,,FALSE POSITIVE,1,0
4669402,,FALSE POSITIVE,0,0
3757407,,FALSE POSITIVE,0,0
4769931,,FALSE POSITIVE,0,0
9220612,,FALSE POSITIVE,0,0
6806695,,FALSE POSITIVE,0,1
3858943,,FALSE POSITIVE,0,0
10858803,,FALSE POSITIVE,0,1
6129694,,FALSE POSITIVE,1,0
5957181,,FALSE POSITIVE,1,0
7601918,,FALSE POSITIVE,0,0
6119877,,FALSE POSITIVE,1,0
7211879,,FALSE POSITIVE,0,0
4863956,,FALSE POSITIVE,1,0
7847104,,FALSE POSITIVE,0,0
3347807,,FALSE POSITIVE,1,0
8487805,,FALSE POSITIVE,0,1
3336845,,FALSE POSITIVE,0,1
3645282,,FALSE POSITIVE,0,0
6525280,,FALSE POSITIVE,0,0
4861784,,FALSE POSITIVE,1,0
5876360,,FALSE POSITIVE,0,1
3732972,,FALSE POSITIVE,0,0
8743082,,FALSE POSITIVE,1,0
9142742,,FALSE POSITIVE,1,0
6891513,,FALSE POSITIVE,0,0
4579598,,FALSE POSITIVE,1,0
7777522,,FALSE POSITIVE,0,1
9305012,,FALSE POSITIVE,1,0
9597729,,FALSE POSITIVE,1,1
11390109,,FALSE POSITIVE,1,0
5078025,,FALSE POSITIVE,1,0
5026326,,FALSE POSITIVE,0,0
5471574,,FALSE POSITIVE,0,1
5512580,,FALSE POSITIVE,1,0
11670599,,FALSE POSITIVE,0,0
6359820,,FALSE POSITIVE,1,0
11872139,,FALSE POSITIVE,0,0
2708221,,FALSE POSITIVE,0,0
5040223,,FALSE POSITIVE,0,0
4571004,,FALSE POSITIVE,1,0
7031942,,FALSE POSITIVE,1,0
5632701,,FALSE POSITIVE,0,0
10549924,,FALSE POSITIVE,0,0
6187341,,FALSE POSITIVE,0,1
3353454,,FALSE POSITIVE,1,0
10156055,,FALSE POSITIVE,0,0
8418018,,FALSE POSITIVE,1,0
5024177,,FALSE POSITIVE,0,1
4571004,,FALSE POSITIVE,1,0
4571004,,FALSE POSITIVE,1,0
4571004,,FALSE POSITIVE,1,0
4571004,,FALSE POSITIVE,1,0
10155321,,FALSE POSITIVE,1,0
3866536,,FALSE POSITIVE,1,0
4679314,,FALSE POSITIVE,0,0
5702637,,FALSE POSITIVE,0,0
8309169,,FALSE POSITIVE,1,0
4678919,,FALSE POSITIVE,0,0
5563080,,FALSE POSITIVE,0,1
6364067,,FALSE POSITIVE,0,0
5983532,,FALSE POSITIVE,0,1
3439126,,FALSE POSITIVE,0,0
8483021,,FALSE POSITIVE,1,0
1575873,,FALSE POSITIVE,0,0
11449918,,FALSE POSITIVE,1,0
3750350,,FALSE POSITIVE,1,0
4584865,,FALSE POSITIVE,0,0
11968463,,FALSE POSITIVE,0,1
11188254,,FALSE POSITIVE,0,0
1724513,,FALSE POSITIVE,0,0
9535876,,FALSE POSITIVE,1,0
5817533,,FALSE POSITIVE,0,0
7681230,,FALSE POSITIVE,0,1
3448456,,FALSE POSITIVE,1,0
12107008,,FALSE POSITIVE,0,0
4754831,,FALSE POSITIVE,1,0
4754831,,FALSE POSITIVE,1,0
9899630,,FALSE POSITIVE,0,1
4367528,,FALSE POSITIVE,1,0
3751231,,FALSE POSITIVE,0,0
7816665,,FALSE POSITIVE,0,0
9535881,,FALSE POSITIVE,1,0
11616596,,FALSE POSITIVE,1,0
8508126,,FALSE POSITIVE,1,0
4754831,,FALSE POSITIVE,1,0
3531231,,FALSE POSITIVE,0,1
5471489,,FALSE POSITIVE,1,0
5471489,,FALSE POSITIVE,0,0
9011874,,FALSE POSITIVE,1,0
9936080,,FALSE POSITIVE,1,0
8611344,,FALSE POSITIVE,1,0
9518651,,FALSE POSITIVE,0,0
2305311,,FALSE POSITIVE,1,0
6383595,,FALSE POSITIVE,1,0
6599949,,FALSE POSITIVE,1,0
5536715,,FALSE POSITIVE,1,0
8149484,,FALSE POSITIVE,0,1
12407623,,FALSE POSITIVE,0,0
6778008,,FALSE POSITIVE,0,1
8308260,,FALSE POSITIVE,0,0
8492101,,FALSE POSITIVE,0,0
6343576,,FALSE POSITIVE,0,0
2449101,,FALSE POSITIVE,0,1
7259249,,FALSE POSITIVE,0,0
8678691,,FALSE POSITIVE,1,0
9640924,,FALSE POSITIVE,0,1
11151677,,FALSE POSITIVE,1,0
11037128,,FALSE POSITIVE,0,0
11969092,,FALSE POSITIVE,1,0
2570773,,FALSE POSITIVE,0,0
6356885,,FALSE POSITIVE,1,0
3542542,,FALSE POSITIVE,0,0
11124703,,FALSE POSITIVE,1,0
9593773,,FALSE POSITIVE,0,1
9777757,,FALSE POSITIVE,0,0
8645191,,FALSE POSITIVE,1,0
9717958,,FALSE POSITIVE,1,0
8128067,,FALSE POSITIVE,0,1
7703910,,FALSE POSITIVE,0,0
7777818,,FALSE POSITIVE,0,0
9851360,,FALSE POSITIVE,0,0
9490653,,FALSE POSITIVE,0,0
3328027,,FALSE POSITIVE,0,0
3644631,,FALSE POSITIVE,1,0
9640931,,FALSE POSITIVE,0,0
5125196,,FALSE POSITIVE,1,0
9640962,,FALSE POSITIVE,0,0
5097454,,FALSE POSITIVE,0,1
3663141,,FALSE POSITIVE,1,0
4568117,,FALSE POSITIVE,0,1
10342248,,FALSE POSITIVE,0,0
9777290,,FALSE POSITIVE,0,0
8548427,,FALSE POSITIVE,1,0
6289344,,FALSE POSITIVE,0,1
10936786,,FALSE POSITIVE,0,1
6938264,,FALSE POSITIVE,0,0
9899315,,FALSE POSITIVE,0,0
9541089,,FALSE POSITIVE,1,0
3650049,,FALSE POSITIVE,1,0
9641076,,FALSE POSITIVE,0,0
12418891,,FALSE POSITIVE,0,0
3839294,,FALSE POSITIVE,1,0
7698701,,FALSE POSITIVE,1,0
7698701,,FALSE POSITIVE,1,0
2830919,,FALSE POSITIVE,0,0
9588822,,FALSE POSITIVE,0,1
10858737,,FALSE POSITIVE,1,0
3644738,,FALSE POSITIVE,1,0
9406892,,FALSE POSITIVE,0,1
8487645,,FALSE POSITIVE,1,0
5817613,,FALSE POSITIVE,0,0
9910942,,FALSE POSITIVE,0,0
10924340,,FALSE POSITIVE,1,0
6629993,,FALSE POSITIVE,0,0
10427700,,FALSE POSITIVE,1,0
11296045,,FALSE POSITIVE,1,0
3124598,,FALSE POSITIVE,0,0
3548639,,FALSE POSITIVE,0,1
4390912,,FALSE POSITIVE,1,0
7115925,,FALSE POSITIVE,1,0
7429287,,FALSE POSITIVE,1,0
3545583,,FALSE POSITIVE,1,0
8374741,,FALSE POSITIVE,1,0
11296045,,FALSE POSITIVE,1,0
11296045,,FALSE POSITIVE,1,0
3247503,,FALSE POSITIVE,0,0
4281068,,FALSE POSITIVE,0,1
9092496,,FALSE POSITIVE,1,0
9959545,,FALSE POSITIVE,0,1
9641144,,FALSE POSITIVE,0,0
8572168,,FALSE POSITIVE,0,0
4472143,,FALSE POSITIVE,1,0
7368137,,FALSE POSITIVE,0,0
9027841,,FALSE POSITIVE,0,1
8953414,,FALSE POSITIVE,0,0
4458109,,FALSE POSITIVE,1,0
11044826,,FALSE POSITIVE,1,0
6681687,,FALSE POSITIVE,1,0
8179190,,FALSE POSITIVE,1,0
9777724,,FALSE POSITIVE,0,0
10273903,,FALSE POSITIVE,1,0
8483241,,FALSE POSITIVE,1,0
9240664,,FALSE POSITIVE,0,1
7281411,,FALSE POSITIVE,1,0
6528141,,FALSE POSITIVE,0,0
8106112,,FALSE POSITIVE,1,0
5563937,,FALSE POSITIVE,0,1
10736179,,FALSE POSITIVE,0,1
6119921,,FALSE POSITIVE,1,0
4141587,,FALSE POSITIVE,1,0
3834317,,FALSE POSITIVE,1,0
5992210,,FALSE POSITIVE,0,0
4284980,,FALSE POSITIVE,0,0
9302543,,FALSE POSITIVE,0,1
6685646,,FALSE POSITIVE,1,0
4574319,,FALSE POSITIVE,0,0
7741837,,FALSE POSITIVE,1,0
11137065,,FALSE POSITIVE,0,1
11093335,,FALSE POSITIVE,1,0
9394768,,FALSE POSITIVE,1,0
10972902,,FALSE POSITIVE,1,0
3832474,,FALSE POSITIVE,1,0
12004971,,FALSE POSITIVE,0,1
3644602,,FALSE POSITIVE,1,0
11912941,,FALSE POSITIVE,0,0
6525106,,FALSE POSITIVE,0,0
4355503,,FALSE POSITIVE,0,1
6119923,,FALSE POSITIVE,1,0
6126076,,FALSE POSITIVE,1,0
9209183,,FALSE POSITIVE,1,0
5955621,,FALSE POSITIVE,0,0
4852297,,FALSE POSITIVE,0,0
9851845,,FALSE POSITIVE,0,0
9474483,,FALSE POSITIVE,0,1
8613218,,FALSE POSITIVE,1,0
8548069,,FALSE POSITIVE,1,0
3127911,,FALSE POSITIVE,1,0
10399321,,FALSE POSITIVE,0,0
7837733,,FALSE POSITIVE,0,0
2578017,,FALSE POSITIVE,0,1
8625732,,FALSE POSITIVE,0,0
2831251,,FALSE POSITIVE,0,0
6721380,,FALSE POSITIVE,0,0
7694615,,FALSE POSITIVE,0,0
6201203,,FALSE POSITIVE,1,0
9222516,,FALSE POSITIVE,1,0
7285673,,FALSE POSITIVE,1,0
5282437,,FALSE POSITIVE,0,1
8652360,,FALSE POSITIVE,1,0
9602421,,FALSE POSITIVE,0,0
4373195,,FALSE POSITIVE,1,0
5090937,,FALSE POSITIVE,1,0
6359175,,FALSE POSITIVE,1,0
8104207,,FALSE POSITIVE,1,0
3953173,,FALSE POSITIVE,0,0
8037926,,FALSE POSITIVE,1,0
6437617,,FALSE POSITIVE,1,0
8453851,,FALSE POSITIVE,1,0
9873759,,FALSE POSITIVE,0,0
9516728,,FALSE POSITIVE,1,0
4825872,,FALSE POSITIVE,1,0
4680772,,FALSE POSITIVE,0,0
8110733,,FALSE POSITIVE,1,0
10407086,,FALSE POSITIVE,0,0
4073089,,FALSE POSITIVE,1,0
6065351,,FALSE POSITIVE,1,0
4825872,,FALSE POSITIVE,1,0
3644505,,FALSE POSITIVE,1,0
4664743,,FALSE POSITIVE,1,0
6593734,,FALSE POSITIVE,1,0
9711297,,FALSE POSITIVE,1,0
8395860,,FALSE POSITIVE,0,0
5956354,,FALSE POSITIVE,0,0
8109107,,FALSE POSITIVE,0,0
6200529,,FALSE POSITIVE,1,0
6929285,,FALSE POSITIVE,0,0
4848321,,FALSE POSITIVE,0,0
12255382,,FALSE POSITIVE,0,1
6522745,,FALSE POSITIVE,0,1
11076276,,FALSE POSITIVE,0,0
12012439,,FALSE POSITIVE,0,0
4374610,,FALSE POSITIVE,0,1
7598111,,FALSE POSITIVE,0,0
8240746,,FALSE POSITIVE,1,0
9652655,,FALSE POSITIVE,0,0
10140843,,FALSE POSITIVE,1,0
10473272,,FALSE POSITIVE,0,0
9824928,,FALSE POSITIVE,1,0
5817685,,FALSE POSITIVE,1,0
7282042,,FALSE POSITIVE,1,0
7523542,,FALSE POSITIVE,1,0
3109937,,FALSE POSITIVE,0,0
9386171,,FALSE POSITIVE,1,0
11553598,,FALSE POSITIVE,1,0
12069414,,FALSE POSITIVE,0,0
8443265,,FALSE POSITIVE,0,1
3240406,,FALSE POSITIVE,1,0
5090803,,FALSE POSITIVE,1,0
8377197,,FALSE POSITIVE,0,0
6137779,,FALSE POSITIVE,0,0
11913072,,FALSE POSITIVE,0,0
9083470,,FALSE POSITIVE,1,0
5783732,,FALSE POSITIVE,1,0
7900100,,FALSE POSITIVE,1,0
9849884,,FALSE POSITIVE,0,0
11243547,,FALSE POSITIVE,0,1
10491525,,FALSE POSITIVE,0,0
3859042,,FALSE POSITIVE,0,0
4946049,,FALSE POSITIVE,0,0
5559651,,FALSE POSITIVE,0,1
5437348,,FALSE POSITIVE,1,0
8429668,,FALSE POSITIVE,0,0
7032001,,FALSE POSITIVE,1,0
6199864,,FALSE POSITIVE,0,0
9577855,,FALSE POSITIVE,0,0
4386607,,FALSE POSITIVE,0,0
12108364,,FALSE POSITIVE,0,1
8295671,,FALSE POSITIVE,1,0
10407210,,FALSE POSITIVE,0,0
7457278,,FALSE POSITIVE,1,0
8984755,,FALSE POSITIVE,0,0
7366895,,FALSE POSITIVE,1,0
10729472,,FALSE POSITIVE,1,0
6200612,,FALSE POSITIVE,1,0
9777200,,FALSE POSITIVE,0,0
5200084,,FALSE POSITIVE,1,0
4144873,,FALSE POSITIVE,1,0
9171886,,FALSE POSITIVE,1,0
3337061,,FALSE POSITIVE,1,0
5696918,,FALSE POSITIVE,0,1
8487838,,FALSE POSITIVE,0,0
8937762,,FALSE POSITIVE,0,1
2720828,,FALSE POSITIVE,0,0
8652577,,FALSE POSITIVE,0,0
8804937,,FALSE POSITIVE,1,0
11912987,,FALSE POSITIVE,0,0
4136659,,FALSE POSITIVE,0,1
3438976,,FALSE POSITIVE,0,0
6610064,,FALSE POSITIVE,0,1
5476671,,FALSE POSITIVE,1,0
7335972,,FALSE POSITIVE,1,0
2694632,,FALSE POSITIVE,1,0
5428471,,FALSE POSITIVE,0,0
7283710,,FALSE POSITIVE,1,0
