# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul 13 07:17:05 2022
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%FALSE%')
#
# COLUMN kepid:          KepID
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_num_transits: Number of Transits
#
kepid,kepler_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_model_snr,koi_num_transits
8374741,,FALSE POSITIVE,1,0,12.80,
11296045,,FALSE POSITIVE,1,0,,
11296045,,FALSE POSITIVE,1,0,,
3247503,,FALSE POSITIVE,0,0,20.30,1194
4281068,,FALSE POSITIVE,0,1,1823.00,1060
9092496,,FALSE POSITIVE,1,0,15.60,15
9959545,,FALSE POSITIVE,0,1,24.00,1006
9641144,,FALSE POSITIVE,0,0,15.30,1227
8572168,,FALSE POSITIVE,0,0,23.80,788
4472143,,FALSE POSITIVE,1,0,6.40,3
7368137,,FALSE POSITIVE,0,0,13.80,618
9027841,,FALSE POSITIVE,0,1,96.80,2652
8953414,,FALSE POSITIVE,0,0,17.20,377
4458109,,FALSE POSITIVE,1,0,9.60,
11044826,,FALSE POSITIVE,1,0,10.20,
6681687,,FALSE POSITIVE,1,0,11.80,
8179190,,FALSE POSITIVE,1,0,13.50,1235
9777724,,FALSE POSITIVE,0,0,14.40,851
10273903,,FALSE POSITIVE,1,0,11.90,
8483241,,FALSE POSITIVE,1,0,9.60,
9240664,,FALSE POSITIVE,0,1,15.60,122
7281411,,FALSE POSITIVE,1,0,31.00,2010
6528141,,FALSE POSITIVE,0,0,17.40,669
8106112,,FALSE POSITIVE,1,0,10.20,
5563937,,FALSE POSITIVE,0,1,25.40,2184
10736179,,FALSE POSITIVE,0,1,17.40,608
6119921,,FALSE POSITIVE,1,0,10.10,
4141587,,FALSE POSITIVE,1,0,6.50,133
3834317,,FALSE POSITIVE,1,0,69.30,624
5992210,,FALSE POSITIVE,0,0,10.50,978
4284980,,FALSE POSITIVE,0,0,8.10,469
9302543,,FALSE POSITIVE,0,1,7.90,1112
6685646,,FALSE POSITIVE,1,0,9.70,
4574319,,FALSE POSITIVE,0,0,10.30,665
7741837,,FALSE POSITIVE,1,0,7.10,
11137065,,FALSE POSITIVE,0,1,13.80,362
11093335,,FALSE POSITIVE,1,0,7.30,
9394768,,FALSE POSITIVE,1,0,11.10,
10972902,,FALSE POSITIVE,1,0,11.80,935
3832474,,FALSE POSITIVE,1,0,13.80,
12004971,,FALSE POSITIVE,0,1,16.60,101
3644602,,FALSE POSITIVE,1,0,10.80,4
11912941,,FALSE POSITIVE,0,0,12.80,357
6525106,,FALSE POSITIVE,0,0,13.80,783
4355503,,FALSE POSITIVE,0,1,13.90,2329
6119923,,FALSE POSITIVE,1,0,6.70,
6126076,,FALSE POSITIVE,1,0,30.20,1474
9209183,,FALSE POSITIVE,1,0,11.00,
5955621,,FALSE POSITIVE,0,0,6.90,97
4852297,,FALSE POSITIVE,0,0,11.10,323
9851845,,FALSE POSITIVE,0,0,12.40,996
9474483,,FALSE POSITIVE,0,1,17.10,2211
8613218,,FALSE POSITIVE,1,0,11.20,
8548069,,FALSE POSITIVE,1,0,14.00,
3127911,,FALSE POSITIVE,1,0,19.80,
10399321,,FALSE POSITIVE,0,0,17.30,62
7837733,,FALSE POSITIVE,0,0,12.10,429
2578017,,FALSE POSITIVE,0,1,100.40,1911
8625732,,FALSE POSITIVE,0,0,11.10,43
2831251,,FALSE POSITIVE,0,0,9.50,232
6721380,,FALSE POSITIVE,0,0,10.50,206
7694615,,FALSE POSITIVE,0,0,17.60,2114
6201203,,FALSE POSITIVE,1,0,8.20,
9222516,,FALSE POSITIVE,1,0,97.50,2091
7285673,,FALSE POSITIVE,1,0,34.90,2364
5282437,,FALSE POSITIVE,0,1,97.80,
8652360,,FALSE POSITIVE,1,0,15.40,1385
9602421,,FALSE POSITIVE,0,0,11.40,305
4373195,,FALSE POSITIVE,1,0,11.80,1906
5090937,,FALSE POSITIVE,1,0,236.10,
6359175,,FALSE POSITIVE,1,0,11.60,
8104207,,FALSE POSITIVE,1,0,8.80,
3953173,,FALSE POSITIVE,0,0,10.10,550
8037926,,FALSE POSITIVE,1,0,10.80,
6437617,,FALSE POSITIVE,1,0,8.40,
8453851,,FALSE POSITIVE,1,0,21.80,490
9873759,,FALSE POSITIVE,0,0,17.50,268
9516728,,FALSE POSITIVE,1,0,13.70,
4825872,,FALSE POSITIVE,1,0,6.30,
4680772,,FALSE POSITIVE,0,0,9.30,51
8110733,,FALSE POSITIVE,1,0,9.30,
10407086,,FALSE POSITIVE,0,0,26.70,1444
4073089,,FALSE POSITIVE,1,0,106.80,3
6065351,,FALSE POSITIVE,1,0,5.90,
4825872,,FALSE POSITIVE,1,0,7.40,
3644505,,FALSE POSITIVE,1,0,9.00,11
4664743,,FALSE POSITIVE,1,0,15.20,425
6593734,,FALSE POSITIVE,1,0,18.40,2281
9711297,,FALSE POSITIVE,1,0,12.60,
8395860,,FALSE POSITIVE,0,0,11.00,13
5956354,,FALSE POSITIVE,0,0,11.60,164
8109107,,FALSE POSITIVE,0,0,12.60,166
6200529,,FALSE POSITIVE,1,0,6.00,
6929285,,FALSE POSITIVE,0,0,13.30,223
4848321,,FALSE POSITIVE,0,0,13.40,717
12255382,,FALSE POSITIVE,0,1,31.60,1342
6522745,,FALSE POSITIVE,0,1,16.40,66
11076276,,FALSE POSITIVE,0,0,13.30,732
12012439,,FALSE POSITIVE,0,0,14.10,
4374610,,FALSE POSITIVE,0,1,10.80,368
7598111,,FALSE POSITIVE,0,0,10.60,28
8240746,,FALSE POSITIVE,1,0,10.20,
9652655,,FALSE POSITIVE,0,0,14.20,546
10140843,,FALSE POSITIVE,1,0,10.70,
10473272,,FALSE POSITIVE,0,0,11.30,76
9824928,,FALSE POSITIVE,1,0,10.60,786
5817685,,FALSE POSITIVE,1,0,7.70,324
7282042,,FALSE POSITIVE,1,0,15.50,2373
7523542,,FALSE POSITIVE,1,0,7.90,
3109937,,FALSE POSITIVE,0,0,9.70,28
9386171,,FALSE POSITIVE,1,0,9.00,
11553598,,FALSE POSITIVE,1,0,10.50,
12069414,,FALSE POSITIVE,0,0,17.30,1926
8443265,,FALSE POSITIVE,0,1,11.20,
3240406,,FALSE POSITIVE,1,0,19.80,1439
5090803,,FALSE POSITIVE,1,0,8.00,
8377197,,FALSE POSITIVE,0,0,11.80,1099
6137779,,FALSE POSITIVE,0,0,12.10,65
11913072,,FALSE POSITIVE,0,0,14.40,356
9083470,,FALSE POSITIVE,1,0,12.90,721
5783732,,FALSE POSITIVE,1,0,12.90,
7900100,,FALSE POSITIVE,1,0,8.80,
9849884,,FALSE POSITIVE,0,0,16.40,201
11243547,,FALSE POSITIVE,0,1,25.30,618
10491525,,FALSE POSITIVE,0,0,15.10,971
3859042,,FALSE POSITIVE,0,0,8.20,36
4946049,,FALSE POSITIVE,0,0,17.80,714
5559651,,FALSE POSITIVE,0,1,12.00,2592
5437348,,FALSE POSITIVE,1,0,4.10,
8429668,,FALSE POSITIVE,0,0,14.70,268
7032001,,FALSE POSITIVE,1,0,17.20,2375
6199864,,FALSE POSITIVE,0,0,9.70,
9577855,,FALSE POSITIVE,0,0,11.40,326
4386607,,FALSE POSITIVE,0,0,9.50,143
12108364,,FALSE POSITIVE,0,1,13.90,1903
8295671,,FALSE POSITIVE,1,0,16.20,1362
10407210,,FALSE POSITIVE,0,0,17.90,1444
7457278,,FALSE POSITIVE,1,0,41.60,110
8984755,,FALSE POSITIVE,0,0,11.40,1822
7366895,,FALSE POSITIVE,1,0,10.30,
10729472,,FALSE POSITIVE,1,0,11.80,
6200612,,FALSE POSITIVE,1,0,8.80,
9777200,,FALSE POSITIVE,0,0,16.40,980
5200084,,FALSE POSITIVE,1,0,32.00,372
4144873,,FALSE POSITIVE,1,0,11.30,4
9171886,,FALSE POSITIVE,1,0,11.10,
3337061,,FALSE POSITIVE,1,0,8.10,
5696918,,FALSE POSITIVE,0,1,10.30,2076
8487838,,FALSE POSITIVE,0,0,16.30,2521
8937762,,FALSE POSITIVE,0,1,13.00,176
2720828,,FALSE POSITIVE,0,0,9.50,775
8652577,,FALSE POSITIVE,0,0,11.50,4
8804937,,FALSE POSITIVE,1,0,11.70,
11912987,,FALSE POSITIVE,0,0,19.10,358
4136659,,FALSE POSITIVE,0,1,10.20,1463
3438976,,FALSE POSITIVE,0,0,13.00,455
6610064,,FALSE POSITIVE,0,1,21.90,1146
5476671,,FALSE POSITIVE,1,0,39.70,1619
7335972,,FALSE POSITIVE,1,0,44.30,2296
2694632,,FALSE POSITIVE,1,0,7.10,1466
5428471,,FALSE POSITIVE,0,0,9.90,227
7283710,,FALSE POSITIVE,1,0,9.10,
10794509,,FALSE POSITIVE,1,0,26.10,1402
2576224,,FALSE POSITIVE,0,0,11.70,605
3967501,,FALSE POSITIVE,0,1,323.10,26
6437226,,FALSE POSITIVE,1,0,11.90,
2710623,,FALSE POSITIVE,0,0,9.90,1312
3330684,,FALSE POSITIVE,0,0,9.90,1059
2696703,,FALSE POSITIVE,0,1,19.00,222
7699298,,FALSE POSITIVE,0,1,27.80,1158
7115661,,FALSE POSITIVE,1,0,63.20,2356
2853889,,FALSE POSITIVE,0,0,11.40,55
4845862,,FALSE POSITIVE,0,0,10.70,438
10130057,,FALSE POSITIVE,0,0,10.40,616
9838608,,FALSE POSITIVE,0,0,7.80,1010
4247811,,FALSE POSITIVE,0,0,14.30,651
6543645,,FALSE POSITIVE,0,0,13.30,1132
8738244,,FALSE POSITIVE,1,0,26.10,985
4157052,,FALSE POSITIVE,1,0,82.40,1645
10006641,,FALSE POSITIVE,0,1,16.90,1494
10815916,,FALSE POSITIVE,0,0,11.10,638
3547760,,FALSE POSITIVE,0,0,9.70,136
7281484,,FALSE POSITIVE,1,0,10.40,2375
4848115,,FALSE POSITIVE,0,0,10.40,554
5991765,,FALSE POSITIVE,0,0,12.90,146
3962872,,FALSE POSITIVE,0,1,11.60,41
11912911,,FALSE POSITIVE,0,0,13.60,357
7045435,,FALSE POSITIVE,1,0,78.30,1435
2972800,,FALSE POSITIVE,1,0,10.80,
8573168,,FALSE POSITIVE,0,0,13.00,1493
10801249,,FALSE POSITIVE,0,0,15.30,797
3857860,,FALSE POSITIVE,0,0,11.50,256
5024252,,FALSE POSITIVE,0,0,11.00,494
7430876,,FALSE POSITIVE,0,1,19.60,29
4843592,,FALSE POSITIVE,1,0,92.40,1108
9602775,,FALSE POSITIVE,0,0,12.30,305
8955709,,FALSE POSITIVE,1,0,29.20,1105
7031430,,FALSE POSITIVE,1,0,32.20,2372
11912916,,FALSE POSITIVE,0,0,16.30,358
12108293,,FALSE POSITIVE,0,1,18.00,1905
5301093,,FALSE POSITIVE,1,0,8.20,3
9640946,,FALSE POSITIVE,0,0,10.40,1228
9776186,,FALSE POSITIVE,0,0,10.80,458
9752973,,FALSE POSITIVE,0,1,21.20,1866
8044600,,FALSE POSITIVE,0,0,11.40,66
10991239,,FALSE POSITIVE,1,0,61.40,
9345819,,FALSE POSITIVE,1,0,13.20,1258
9180566,,FALSE POSITIVE,1,0,,
11092040,,FALSE POSITIVE,1,0,7.50,
4851145,,FALSE POSITIVE,0,0,5.00,870
10292540,,FALSE POSITIVE,0,1,7.60,795
3732894,,FALSE POSITIVE,0,0,14.60,866
10220950,,FALSE POSITIVE,0,0,17.60,8
10342316,,FALSE POSITIVE,1,0,28.50,1442
5305399,,FALSE POSITIVE,1,0,27.00,4
12021811,,FALSE POSITIVE,1,0,21.00,1810
3962684,,FALSE POSITIVE,0,1,7.60,40
4730442,,FALSE POSITIVE,0,0,11.20,780
9643043,,FALSE POSITIVE,0,1,121.60,16
7177555,,FALSE POSITIVE,0,1,123.50,62
5802292,,FALSE POSITIVE,0,0,10.60,716
5126932,,FALSE POSITIVE,1,0,4.20,6
10034146,,FALSE POSITIVE,1,0,44.50,1147
4175105,,FALSE POSITIVE,1,0,18.90,1756
2437897,,FALSE POSITIVE,0,0,6.70,403
9307966,,FALSE POSITIVE,0,0,8.30,199
5556726,,FALSE POSITIVE,0,1,40.70,1400
2554853,,FALSE POSITIVE,1,0,14.50,
7889486,,FALSE POSITIVE,1,1,11.30,55
7889486,,FALSE POSITIVE,0,1,10.80,52
8233802,,FALSE POSITIVE,0,0,16.80,19
6116035,,FALSE POSITIVE,1,0,14.10,
8958359,,FALSE POSITIVE,1,0,15.10,
5480884,,FALSE POSITIVE,1,0,13.40,1836
12506417,,FALSE POSITIVE,1,0,9.30,
10187563,,FALSE POSITIVE,1,0,9.30,4
5544450,,FALSE POSITIVE,1,0,17.90,249
9307105,,FALSE POSITIVE,0,1,114.40,102
9959494,,FALSE POSITIVE,0,1,29.10,1007
11456405,,FALSE POSITIVE,0,0,13.00,1646
4544684,,FALSE POSITIVE,0,1,12.60,612
8975368,,FALSE POSITIVE,0,0,15.20,555
9291039,,FALSE POSITIVE,1,0,137.30,160
5168498,,FALSE POSITIVE,1,0,12.70,4
10489539,,FALSE POSITIVE,1,0,13.50,55
5651829,,FALSE POSITIVE,0,0,13.60,1731
9094763,,FALSE POSITIVE,0,1,16.90,1051
10338279,,FALSE POSITIVE,0,1,26.40,235
4851239,,FALSE POSITIVE,0,0,15.70,874
5009688,,FALSE POSITIVE,1,0,11.00,969
9489953,,FALSE POSITIVE,1,0,75.00,24
5305240,,FALSE POSITIVE,0,0,9.00,1248
9838060,,FALSE POSITIVE,0,1,71.00,39
5389632,,FALSE POSITIVE,0,0,17.40,1194
5951416,,FALSE POSITIVE,1,0,11.20,
4645833,,FALSE POSITIVE,1,0,26.00,1800
8940918,,FALSE POSITIVE,0,0,13.80,943
9827596,,FALSE POSITIVE,0,0,15.50,931
6206559,,FALSE POSITIVE,0,1,26.50,1078
5024429,,FALSE POSITIVE,0,0,9.60,565
9532117,,FALSE POSITIVE,0,1,19.70,164
6928906,,FALSE POSITIVE,0,1,20.90,684
9821151,,FALSE POSITIVE,0,1,19.70,156
8330548,,FALSE POSITIVE,1,1,,
5130983,,FALSE POSITIVE,0,1,20.50,16
11093538,,FALSE POSITIVE,0,1,123.10,37
11044779,,FALSE POSITIVE,0,1,186.00,58
6438379,,FALSE POSITIVE,1,0,10.10,
9145415,,FALSE POSITIVE,1,0,10.50,
4545926,,FALSE POSITIVE,0,0,10.00,541
9396760,,FALSE POSITIVE,0,1,9.80,615
5119619,,FALSE POSITIVE,0,0,16.10,1203
9582496,,FALSE POSITIVE,1,0,7.90,
3343281,,FALSE POSITIVE,0,0,9.20,62
2573108,,FALSE POSITIVE,1,0,7.60,274
3336476,,FALSE POSITIVE,0,0,14.80,710
9083564,,FALSE POSITIVE,0,1,40.30,754
7335713,,FALSE POSITIVE,1,0,37.50,1164
5185765,,FALSE POSITIVE,1,0,6.60,28
11294883,,FALSE POSITIVE,1,0,7.20,
3832474,,FALSE POSITIVE,1,0,12.30,
5471566,,FALSE POSITIVE,0,0,7.60,1399
5814013,,FALSE POSITIVE,0,0,10.20,723
7117355,,FALSE POSITIVE,1,0,14.10,2368
5653072,,FALSE POSITIVE,0,0,24.30,419
2707985,,FALSE POSITIVE,0,0,24.60,709
9899141,,FALSE POSITIVE,0,0,18.80,1005
11305996,,FALSE POSITIVE,0,1,10.80,26
6859801,,FALSE POSITIVE,0,1,265.20,106
7767733,,FALSE POSITIVE,0,1,1669.40,47
5201593,,FALSE POSITIVE,1,0,33.50,2116
9007609,,FALSE POSITIVE,0,0,13.10,1015
11038580,,FALSE POSITIVE,1,0,8.40,
9509223,,FALSE POSITIVE,1,0,10.60,98
6720773,,FALSE POSITIVE,0,0,10.60,1017
8056651,,FALSE POSITIVE,0,0,11.80,236
4665991,,FALSE POSITIVE,0,0,10.00,952
10191036,,FALSE POSITIVE,0,0,17.40,1105
10420301,,FALSE POSITIVE,1,0,18.10,24
4634135,,FALSE POSITIVE,0,1,110.80,17
5876805,,FALSE POSITIVE,0,1,1820.50,65
5818068,,FALSE POSITIVE,0,1,127.10,82
10139390,,FALSE POSITIVE,1,0,9.60,
5273713,,FALSE POSITIVE,0,0,9.50,996
3526331,,FALSE POSITIVE,1,0,7.30,580
11496490,,FALSE POSITIVE,1,0,15.10,
1430305,,FALSE POSITIVE,1,0,13.50,
7117549,,FALSE POSITIVE,1,0,12.50,2375
4774646,,FALSE POSITIVE,0,1,12.70,2391
10030778,,FALSE POSITIVE,0,1,179.30,29
7870282,,FALSE POSITIVE,0,1,18.00,2307
11153259,,FALSE POSITIVE,1,0,17.10,
5783938,,FALSE POSITIVE,1,0,10.00,
3445812,,FALSE POSITIVE,1,0,15.30,2206
8960918,,FALSE POSITIVE,0,0,8.00,1122
4647662,,FALSE POSITIVE,0,0,12.50,1258
9822284,,FALSE POSITIVE,0,1,6.80,1377
8940700,,FALSE POSITIVE,1,0,11.60,
9850966,,FALSE POSITIVE,0,0,11.50,128
8747009,,FALSE POSITIVE,0,0,11.20,
8379021,,FALSE POSITIVE,0,1,16.20,114
8104030,,FALSE POSITIVE,0,1,147.90,26
5282477,,FALSE POSITIVE,1,0,79.10,870
6681546,,FALSE POSITIVE,1,0,11.50,
6421137,,FALSE POSITIVE,1,0,4.40,
9893278,,FALSE POSITIVE,1,0,8.70,
4548162,,FALSE POSITIVE,1,0,7.00,
7293937,,FALSE POSITIVE,0,0,3.30,984
8043721,,FALSE POSITIVE,1,0,11.10,1679
7985733,,FALSE POSITIVE,0,1,31.10,2454
6522824,,FALSE POSITIVE,0,0,12.20,66
6802536,,FALSE POSITIVE,0,1,,
4750341,,FALSE POSITIVE,0,0,9.20,1087
6612327,,FALSE POSITIVE,0,1,37.30,63
5211922,,FALSE POSITIVE,0,0,49.30,52
8129005,,FALSE POSITIVE,0,0,11.80,378
4840156,,FALSE POSITIVE,0,0,10.30,398
6468904,,FALSE POSITIVE,0,1,10.30,27
5709906,,FALSE POSITIVE,0,0,8.20,394
9777556,,FALSE POSITIVE,0,0,16.20,137
10753922,,FALSE POSITIVE,0,0,10.00,55
5980061,,FALSE POSITIVE,1,0,27.70,2121
4059887,,FALSE POSITIVE,0,0,33.30,1325
8288741,,FALSE POSITIVE,1,0,108.60,
6852354,,FALSE POSITIVE,1,0,,
5816811,,FALSE POSITIVE,1,1,,
5303346,,FALSE POSITIVE,0,1,155.60,38
3858879,,FALSE POSITIVE,0,1,131.40,41
3342467,,FALSE POSITIVE,0,1,17.50,16
2711597,,FALSE POSITIVE,0,1,8.80,1363
4851283,,FALSE POSITIVE,0,0,19.30,360
5024138,,FALSE POSITIVE,1,0,19.90,1285
9086001,,FALSE POSITIVE,1,0,7.50,
4927734,,FALSE POSITIVE,1,0,7.30,371
10031918,,FALSE POSITIVE,0,0,9.60,125
5276332,,FALSE POSITIVE,1,0,11.10,4
8625813,,FALSE POSITIVE,0,0,15.30,27
4651399,,FALSE POSITIVE,1,0,14.80,3
9953575,,FALSE POSITIVE,1,0,11.00,
7887890,,FALSE POSITIVE,1,0,13.00,
4544628,,FALSE POSITIVE,0,0,14.30,1845
7052511,,FALSE POSITIVE,0,0,11.30,766
4764774,,FALSE POSITIVE,0,0,11.10,830
9910828,,FALSE POSITIVE,0,0,14.70,128
11867608,,FALSE POSITIVE,1,0,8.80,
3644071,,FALSE POSITIVE,1,0,91.10,4
5360974,,FALSE POSITIVE,0,1,17.90,39
4670267,,FALSE POSITIVE,0,1,1766.70,1080
7435780,,FALSE POSITIVE,1,0,15.20,1431
8938937,,FALSE POSITIVE,1,0,7.90,36
10556180,,FALSE POSITIVE,1,0,18.50,1047
12401132,,FALSE POSITIVE,1,0,8.60,
8308070,,FALSE POSITIVE,1,0,11.90,
6956136,,FALSE POSITIVE,1,0,56.40,26
10661917,,FALSE POSITIVE,0,1,10.80,1094
7799701,,FALSE POSITIVE,0,1,19.70,4
6233483,,FALSE POSITIVE,0,1,136.50,83
5392871,,FALSE POSITIVE,0,1,36.90,31
3858851,,FALSE POSITIVE,0,1,125.00,33
3858917,,FALSE POSITIVE,0,1,90.50,41
4466356,,FALSE POSITIVE,0,1,20.30,94
9474232,,FALSE POSITIVE,0,0,14.20,98
3859151,,FALSE POSITIVE,0,1,11.90,40
11456279,,FALSE POSITIVE,1,0,32.00,
5398002,,FALSE POSITIVE,0,1,225.10,100
6680911,,FALSE POSITIVE,1,0,8.00,
10356124,,FALSE POSITIVE,1,0,85.70,88
6286161,,FALSE POSITIVE,1,0,768.90,0
5385471,,FALSE POSITIVE,1,0,89.90,112
5471158,,FALSE POSITIVE,1,0,40.80,110
4847843,,FALSE POSITIVE,0,1,27.10,35
5120225,,FALSE POSITIVE,0,1,374.10,1296
9656543,,FALSE POSITIVE,0,1,608.90,214
10751515,,FALSE POSITIVE,0,1,1597.30,16
3348093,,FALSE POSITIVE,0,1,879.20,157
6182846,,FALSE POSITIVE,0,1,154.40,163
6442602,,FALSE POSITIVE,1,0,15.10,2010
9851126,,FALSE POSITIVE,0,1,301.40,128
10484409,,FALSE POSITIVE,0,0,9.40,100
5796185,,FALSE POSITIVE,0,1,950.00,27
3945802,,FALSE POSITIVE,0,0,13.60,44
8719419,,FALSE POSITIVE,0,1,32.50,108
9028474,,FALSE POSITIVE,0,1,332.80,12
4349442,,FALSE POSITIVE,0,0,12.70,108
3644542,,FALSE POSITIVE,0,1,5357.70,13
6182849,,FALSE POSITIVE,0,1,4322.40,0
9851142,,FALSE POSITIVE,0,1,5219.50,128
3442054,,FALSE POSITIVE,0,1,2426.90,13
4079530,,FALSE POSITIVE,0,1,922.10,25
6445531,,FALSE POSITIVE,0,0,9.40,663
10677186,,FALSE POSITIVE,0,1,1331.00,9
9025914,,FALSE POSITIVE,0,1,1539.90,55
9366988,,FALSE POSITIVE,0,1,319.10,639
3102000,,FALSE POSITIVE,0,1,751.50,23
8266276,,FALSE POSITIVE,0,0,13.90,722
5887316,,FALSE POSITIVE,0,0,170.00,1772
10651945,,FALSE POSITIVE,0,1,2206.50,37
7117003,,FALSE POSITIVE,1,0,4594.80,0
3240159,,FALSE POSITIVE,0,1,3583.10,16
6147851,,FALSE POSITIVE,0,0,10.10,436
9658118,,FALSE POSITIVE,0,1,1161.10,12
7132542,,FALSE POSITIVE,0,1,1866.70,0
8589754,,FALSE POSITIVE,0,1,2427.50,175
3757590,,FALSE POSITIVE,0,1,6788.80,0
2437149,,FALSE POSITIVE,0,1,551.30,0
9715925,,FALSE POSITIVE,0,1,559.20,111
9529733,,FALSE POSITIVE,0,1,1033.20,38
9613070,,FALSE POSITIVE,0,1,997.80,39
10845188,,FALSE POSITIVE,0,1,846.10,6
5709103,,FALSE POSITIVE,0,1,7.60,2009
3098843,,FALSE POSITIVE,0,0,,
5887393,,FALSE POSITIVE,0,0,11.80,691
5456023,,FALSE POSITIVE,0,1,3766.30,0
6187888,,FALSE POSITIVE,0,0,9.00,1308
12021387,,FALSE POSITIVE,0,1,4257.40,6
8044608,,FALSE POSITIVE,0,1,7056.80,13
8760135,,FALSE POSITIVE,0,1,1113.20,0
4073707,,FALSE POSITIVE,1,0,1178.00,278
5730394,,FALSE POSITIVE,0,1,2270.60,289
6956216,,FALSE POSITIVE,0,1,2048.70,128
6137704,,FALSE POSITIVE,0,1,961.40,8
10275074,,FALSE POSITIVE,0,1,1548.20,43
9110346,,FALSE POSITIVE,0,1,932.10,0
10259301,,FALSE POSITIVE,0,1,733.50,6
3120308,,FALSE POSITIVE,0,0,18.80,124
9991621,,FALSE POSITIVE,0,0,16.20,71
2852528,,FALSE POSITIVE,0,1,12.40,95
7032421,,FALSE POSITIVE,1,0,,2349
10798838,,FALSE POSITIVE,0,1,990.30,19
8560940,,FALSE POSITIVE,0,1,15.60,43
10292238,,FALSE POSITIVE,0,1,1638.00,8
8733497,,FALSE POSITIVE,0,1,2314.50,16
4255422,,FALSE POSITIVE,0,1,4958.60,8
9837544,,FALSE POSITIVE,0,1,1804.10,0
7877824,,FALSE POSITIVE,1,0,1246.30,0
6469946,,FALSE POSITIVE,0,0,137.70,1817
6947164,,FALSE POSITIVE,0,1,2424.00,20
6233903,,FALSE POSITIVE,0,1,1467.60,261
7212066,,FALSE POSITIVE,0,1,259.40,291
7212066,,FALSE POSITIVE,1,1,,
6675060,,FALSE POSITIVE,0,1,842.10,60
5716508,,FALSE POSITIVE,1,0,6.40,45
10518735,,FALSE POSITIVE,0,1,1018.80,33
9489947,,FALSE POSITIVE,0,1,1012.20,21
6960487,,FALSE POSITIVE,0,1,1008.10,33
6309264,,FALSE POSITIVE,0,0,8.70,93
7021177,,FALSE POSITIVE,0,1,1256.80,0
7122259,,FALSE POSITIVE,0,1,3506.50,55
6190535,,FALSE POSITIVE,1,0,6.00,311
9834257,,FALSE POSITIVE,0,1,81.60,89
10748621,,FALSE POSITIVE,0,1,765.30,0
4824268,,FALSE POSITIVE,0,1,2163.40,9
6527016,,FALSE POSITIVE,0,0,17.30,2459
6431670,,FALSE POSITIVE,0,1,1349.80,0
7376500,,FALSE POSITIVE,0,1,1210.80,131
9636559,,FALSE POSITIVE,0,1,1419.00,56
8095110,,FALSE POSITIVE,0,1,625.10,643
11499263,,FALSE POSITIVE,0,1,879.00,23
9775253,,FALSE POSITIVE,0,1,249.50,22
3858988,,FALSE POSITIVE,0,1,63.70,41
10798605,,FALSE POSITIVE,0,1,1003.70,25
5895083,,FALSE POSITIVE,0,0,9.20,595
9714123,,FALSE POSITIVE,0,1,1219.40,26
6198256,,FALSE POSITIVE,1,0,9.90,372
2437112,,FALSE POSITIVE,0,1,11.20,74
7987086,,FALSE POSITIVE,0,1,2016.10,9
7374746,,FALSE POSITIVE,0,1,796.50,835
8668810,,FALSE POSITIVE,1,0,1952.30,0
6519865,,FALSE POSITIVE,1,0,11.50,2306
8868907,,FALSE POSITIVE,0,1,1386.80,9
3865298,,FALSE POSITIVE,0,1,185.60,9
10091110,,FALSE POSITIVE,0,1,699.90,207
10091110,,FALSE POSITIVE,0,1,389.80,93
3542574,,FALSE POSITIVE,0,1,,0
3544694,,FALSE POSITIVE,0,1,362.10,326
5952448,,FALSE POSITIVE,0,1,10.20,1475
11874338,,FALSE POSITIVE,0,1,37.50,83
6199716,,FALSE POSITIVE,0,0,9.80,1400
9468384,,FALSE POSITIVE,0,1,1725.60,76
8868364,,FALSE POSITIVE,0,1,3162.00,4
10092312,,FALSE POSITIVE,0,1,67.10,944
3964545,,FALSE POSITIVE,0,1,2060.30,316
9656397,,FALSE POSITIVE,0,1,2000.20,0
5444491,,FALSE POSITIVE,0,0,13.70,1766
3735629,,FALSE POSITIVE,0,1,445.70,0
8244173,,FALSE POSITIVE,0,1,1160.60,0
6546508,,FALSE POSITIVE,0,1,661.40,374
9886224,,FALSE POSITIVE,0,1,296.80,207
3735634,,FALSE POSITIVE,0,1,272.60,291
5730380,,FALSE POSITIVE,0,1,1.50,1398
6058875,,FALSE POSITIVE,0,1,1361.50,2012
10735564,,FALSE POSITIVE,0,1,858.80,626
5962509,,FALSE POSITIVE,0,0,12.30,1694
6359802,,FALSE POSITIVE,0,1,23.90,78
7121885,,FALSE POSITIVE,0,1,1112.00,36
6205566,,FALSE POSITIVE,1,0,9.80,366
7287391,,FALSE POSITIVE,0,1,397.10,267
6756202,,FALSE POSITIVE,0,1,1836.80,4
10215869,,FALSE POSITIVE,0,1,970.90,36
5456319,,FALSE POSITIVE,0,0,12.00,1142
2307206,,FALSE POSITIVE,0,1,884.90,0
7025540,,FALSE POSITIVE,0,1,619.80,1055
7620844,,FALSE POSITIVE,0,1,1887.70,23
